Product Link,Product Name,Offered Price,Original Price
https://www.flipkart.com/poco-x3-pro-graphite-black-128-gb/p/itm736059fa07afb?pid=MOBGFKNFRJDN3DS4&lid=LSTMOBGFKNFRJDN3DS4PPS28U&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_36&otracker=browse&fm=organic&iid=7b5a1da8-6d48-4271-b24f-5553eab8b190.MOBGFKNFRJDN3DS4.SEARCH&ppt=None&ppn=None&ssid=n696y2k62o0000001619595827492,"POCO X3 Pro (Graphite Black, 128 GB)","₹18,999","₹23,999"
https://www.flipkart.com/redmi-9-prime-space-blue-64-gb/p/itmddf6787a707d2?pid=MOBFUT9M84NDDYQN&lid=LSTMOBFUT9M84NDDYQN9NHPW2&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_37&otracker=browse&fm=organic&iid=7b5a1da8-6d48-4271-b24f-5553eab8b190.MOBFUT9M84NDDYQN.SEARCH&ppt=None&ppn=None&ssid=n696y2k62o0000001619595827492,"Redmi 9 Prime (Space Blue, 64 GB)","₹9,999","₹11,999"
https://www.flipkart.com/poco-c3-lime-green-32-gb/p/itmdbc41b273ff7c?pid=MOBFVQJ5RMHGCWHF&lid=LSTMOBFVQJ5RMHGCWHFQV9OOD&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_38&otracker=browse&fm=organic&iid=7b5a1da8-6d48-4271-b24f-5553eab8b190.MOBFVQJ5RMHGCWHF.SEARCH&ppt=None&ppn=None&ssid=n696y2k62o0000001619595827492,"POCO C3 (Lime Green, 32 GB)","₹7,499","₹9,999"
https://www.flipkart.com/poco-c3-matte-black-32-gb/p/itm1ee2f6513ac1c?pid=MOBFVQJ5YCRFFXPB&lid=LSTMOBFVQJ5YCRFFXPBPG5BWJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_39&otracker=browse&fm=organic&iid=7b5a1da8-6d48-4271-b24f-5553eab8b190.MOBFVQJ5YCRFFXPB.SEARCH&ppt=None&ppn=None&ssid=n696y2k62o0000001619595827492,"POCO C3 (Matte Black, 32 GB)","₹7,499","₹9,999"
https://www.flipkart.com/forme-a1/p/itmddba1b6c959a5?pid=MOBGY9W5YENXGNGZ&lid=LSTMOBGY9W5YENXGNGZJ78KLK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_40&otracker=browse&fm=organic&iid=en_6HogH6qXp6RdI6GxwV1R1x6Isyk2%2FGcfG%2BM7EToXBJSrOREjIlRU5GvSkcNnG2Bu%2FH1xUiX7Fo3XnO5ZpCqCJw%3D%3D&ppt=None&ppn=None&ssid=n696y2k62o0000001619595827492,Forme A1,"₹1,025","₹1,149"
https://www.flipkart.com/poco-m3-yellow-128-gb/p/itm8d6c2240709b5?pid=MOBFZTCUWXHKSFHK&lid=LSTMOBFZTCUWXHKSFHKGSGSB7&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_41&otracker=browse&fm=organic&iid=7b5a1da8-6d48-4271-b24f-5553eab8b190.MOBFZTCUWXHKSFHK.SEARCH&ppt=None&ppn=None&ssid=n696y2k62o0000001619595827492,"POCO M3 (Yellow, 128 GB)","₹11,999","₹14,999"
https://www.flipkart.com/infinix-hot-10-moonlight-jade-64-gb/p/itm05a303fc89d2e?pid=MOBFVX6YKTBGNRH8&lid=LSTMOBFVX6YKTBGNRH8Z92BPO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_42&otracker=browse&fm=organic&iid=7b5a1da8-6d48-4271-b24f-5553eab8b190.MOBFVX6YKTBGNRH8.SEARCH&ppt=None&ppn=None&ssid=n696y2k62o0000001619595827492,"Infinix Hot 10 (Moonlight Jade, 64 GB)","₹9,499","₹11,999"
https://www.flipkart.com/infinix-hot-10-obsidian-black-64-gb/p/itm05a303fc89d2e?pid=MOBFVX6Y7DPSHEKZ&lid=LSTMOBFVX6Y7DPSHEKZE7FXEC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_43&otracker=browse&fm=organic&iid=7b5a1da8-6d48-4271-b24f-5553eab8b190.MOBFVX6Y7DPSHEKZ.SEARCH&ppt=None&ppn=None&ssid=n696y2k62o0000001619595827492,"Infinix Hot 10 (Obsidian Black, 64 GB)","₹9,499","₹11,999"
https://www.flipkart.com/forme-d9/p/itmb8ba8c1317285?pid=MOBG2CJZHP7AHGEQ&lid=LSTMOBG2CJZHP7AHGEQ4CT67X&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_44&otracker=browse&fm=organic&iid=en_6HogH6qXp6RdI6GxwV1R1x6Isyk2%2FGcfG%2BM7EToXBJS%2B8XbReWuT3r1F0fc8J%2F0qF0QyU2r5CKXiuqJERj%2F7wQ%3D%3D&ppt=None&ppn=None&ssid=n696y2k62o0000001619595827492,Forme D9,₹835,Not Available
https://www.flipkart.com/infinix-hot-10-amber-red-64-gb/p/itm05a303fc89d2e?pid=MOBFVX6YHMSDNJZH&lid=LSTMOBFVX6YHMSDNJZHACZZRN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_45&otracker=browse&fm=organic&iid=7b5a1da8-6d48-4271-b24f-5553eab8b190.MOBFVX6YHMSDNJZH.SEARCH&ppt=None&ppn=None&ssid=n696y2k62o0000001619595827492,"Infinix Hot 10 (Amber Red, 64 GB)","₹9,499","₹11,999"
https://www.flipkart.com/redmi-9-power-electric-green-64-gb/p/itmca7d78e222ed7?pid=MOBFYZ7AVAXXB2TH&lid=LSTMOBFYZ7AVAXXB2THVSNL0U&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_46&otracker=browse&fm=organic&iid=7b5a1da8-6d48-4271-b24f-5553eab8b190.MOBFYZ7AVAXXB2TH.SEARCH&ppt=None&ppn=None&ssid=n696y2k62o0000001619595827492,"REDMI 9 Power (Electric Green, 64 GB)","₹10,499","₹13,999"
https://www.flipkart.com/realme-7i-fusion-green-128-gb/p/itm13f2c8bee336b?pid=MOBFVH83EA4GMX9E&lid=LSTMOBFVH83EA4GMX9EHF8G0W&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_47&otracker=browse&fm=organic&iid=7b5a1da8-6d48-4271-b24f-5553eab8b190.MOBFVH83EA4GMX9E.SEARCH&ppt=None&ppn=None&ssid=n696y2k62o0000001619595827492,"realme 7i (Fusion Green, 128 GB)","₹12,999","₹14,999"
https://www.flipkart.com/redmi-9-prime-sunrise-flare-64-gb/p/itmf39267de2a027?pid=MOBFUTBVDZHZSG2P&lid=LSTMOBFUTBVDZHZSG2PDEKID5&marketplace=FLIPKART&store=tyy%2F4io&srno=b_2_48&otracker=browse&fm=organic&iid=7b5a1da8-6d48-4271-b24f-5553eab8b190.MOBFUTBVDZHZSG2P.SEARCH&ppt=None&ppn=None&ssid=n696y2k62o0000001619595827492,"Redmi 9 Prime (Sunrise Flare, 64 GB)","₹9,999","₹11,999"
https://www.flipkart.com/redmi-9-power-electric-green-64-gb/p/itmca7d78e222ed7?pid=MOBFYZ7AVAXXB2TH&lid=LSTMOBFYZ7AVAXXB2THVSNL0U&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_49&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBFYZ7AVAXXB2TH.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"REDMI 9 Power (Electric Green, 64 GB)","₹10,499","₹13,999"
https://www.flipkart.com/oppo-f19-midnight-blue-128-gb/p/itm82f60569dc6db?pid=MOBGFGWNEYV3NZBV&lid=LSTMOBGFGWNEYV3NZBVEYDJRG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_50&otracker=browse&fm=organic&iid=en_cAhhuOX9u1yUBrZbJ9vpLaAwXxkyHiY2X8FSM4r6rGjSLXdC%2B4e1i4JXO%2FNkJrdFkF4A93hFAMBY9QiQQl8%2F4g%3D%3D&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"OPPO F19 (Midnight Blue, 128 GB)","₹17,949","₹18,389"
https://www.flipkart.com/realme-narzo-30a-laser-blue-32-gb/p/itma78aeb1d764b5?pid=MOBGYFAXFQYTPYEF&lid=LSTMOBGYFAXFQYTPYEFHEOYGJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_51&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBGYFAXFQYTPYEF.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"realme Narzo 30A (Laser Blue, 32 GB)","₹8,999","₹9,999"
https://www.flipkart.com/realme-narzo-30a-laser-black-32-gb/p/itma78aeb1d764b5?pid=MOBGYFAXAUENZFU3&lid=LSTMOBGYFAXAUENZFU3JULWX9&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_52&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBGYFAXAUENZFU3.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"realme Narzo 30A (Laser Black, 32 GB)","₹8,999","₹9,999"
https://www.flipkart.com/poco-x3-shadow-gray-64-gb/p/itm169c3c55dbdbd?pid=MOBFVQJ5Z3GZQQYT&lid=LSTMOBFVQJ5Z3GZQQYTIEISXE&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_53&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBFVQJ5Z3GZQQYT.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"POCO X3 (Shadow Gray, 64 GB)","₹14,999","₹19,999"
https://www.flipkart.com/lava-gem/p/itmf954hfm33thxf?pid=MOBF94EQFANKSARH&lid=LSTMOBF94EQFANKSARH9TXQSB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_54&otracker=browse&fm=organic&iid=en_cAhhuOX9u1yUBrZbJ9vpLaAwXxkyHiY2X8FSM4r6rGj0HMyqPygRW5KCqox6Nw4AruyKiAVPtuLqpLAuVyfUWQ%3D%3D&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,LAVA GEM,"₹1,539",Not Available
https://www.flipkart.com/realme-7-mist-white-128-gb/p/itme55d08631f19b?pid=MOBFUYUNHENTTY9M&lid=LSTMOBFUYUNHENTTY9MM8XIXP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_55&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBFUYUNHENTTY9M.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"realme 7 (Mist White, 128 GB)","₹15,499","₹20,999"
https://www.flipkart.com/realme-8-cyber-black-128-gb/p/itm63bda3bf5b1db?pid=MOBGFH8TNGEKSCTY&lid=LSTMOBGFH8TNGEKSCTYCUMNTU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_56&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBGFH8TNGEKSCTY.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"realme 8 (Cyber Black, 128 GB)","₹15,999","₹17,999"
https://www.flipkart.com/infinix-smart-hd-2021-topaz-blue-32-gb/p/itm14159edd6bd3d?pid=MOBFY7MZCPZZTXYR&lid=LSTMOBFY7MZCPZZTXYRITXHFI&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_57&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBFY7MZCPZZTXYR.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"Infinix Smart HD 2021 (Topaz Blue, 32 GB)","₹6,499","₹7,999"
https://www.flipkart.com/infinix-smart-hd-2021-quartz-green-32-gb/p/itm14159edd6bd3d?pid=MOBFY7MZTGYEA4HT&lid=LSTMOBFY7MZTGYEA4HTCRGN7T&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_58&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBFY7MZTGYEA4HT.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"Infinix Smart HD 2021 (Quartz Green, 32 GB)","₹6,499","₹7,999"
https://www.flipkart.com/infinix-hot-10-ocean-wave-64-gb/p/itm05a303fc89d2e?pid=MOBFVX6YBEHWPYZD&lid=LSTMOBFVX6YBEHWPYZDKO5EKC&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_59&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBFVX6YBEHWPYZD.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"Infinix Hot 10 (Ocean Wave, 64 GB)","₹9,499","₹11,999"
https://www.flipkart.com/forme-a1/p/itmddba1b6c959a5?pid=MOBGY9W5YENXGNGZ&lid=LSTMOBGY9W5YENXGNGZJ78KLK&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_60&otracker=browse&fm=organic&iid=en_cAhhuOX9u1yUBrZbJ9vpLaAwXxkyHiY2X8FSM4r6rGh6OgKoTlb%2BXUJkJKzUKVQF%2FH1xUiX7Fo3XnO5ZpCqCJw%3D%3D&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,Forme A1,"₹1,025","₹1,149"
https://www.flipkart.com/poco-x3-cobalt-blue-128-gb/p/itm5eabfda5f2dd4?pid=MOBFVQJ5TZTF5JHC&lid=LSTMOBFVQJ5TZTF5JHCYYLJOZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_61&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBFVQJ5TZTF5JHC.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"POCO X3 (Cobalt Blue, 128 GB)","₹16,999","₹20,999"
https://www.flipkart.com/redmi-note-9-aqua-green-64-gb/p/itmd68d55dd61edf?pid=MOBFU3ZFAB7VQJHY&lid=LSTMOBFU3ZFAB7VQJHY14W4ET&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_62&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBFU3ZFAB7VQJHY.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"REDMI Note 9 (Aqua Green, 64 GB)","₹10,999","₹14,999"
https://www.flipkart.com/oppo-a12-deep-blue-32-gb/p/itmfc859cdf39e01?pid=MOBFZCPFHAT4RCE8&lid=LSTMOBFZCPFHAT4RCE8CIDDGJ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_63&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBFZCPFHAT4RCE8.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"OPPO A12 (Deep Blue, 32 GB)","₹7,990","₹10,990"
https://www.flipkart.com/forme-d9/p/itmb8ba8c1317285?pid=MOBG2CJZHP7AHGEQ&lid=LSTMOBG2CJZHP7AHGEQ4CT67X&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_64&otracker=browse&fm=organic&iid=en_cAhhuOX9u1yUBrZbJ9vpLaAwXxkyHiY2X8FSM4r6rGhrwDDHrYWWSHBC4l52y9CKF0QyU2r5CKXiuqJERj%2F7wQ%3D%3D&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,Forme D9,₹835,Not Available
https://www.flipkart.com/oppo-a12-black-32-gb/p/itmfc859cdf39e01?pid=MOBFSDDJSMYQY6RS&lid=LSTMOBFSDDJSMYQY6RSCQ8BHN&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_65&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBFSDDJSMYQY6RS.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"OPPO A12 (Black, 32 GB)","₹7,990","₹10,990"
https://www.flipkart.com/oppo-a12-deep-blue-64-gb/p/itmfc859cdf39e01?pid=MOBFZCPFGTXCR6K4&lid=LSTMOBFZCPFGTXCR6K4MZ8PJB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_66&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBFZCPFGTXCR6K4.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"OPPO A12 (Deep Blue, 64 GB)","₹9,990","₹11,990"
https://www.flipkart.com/oppo-a12-flowing-silver-32-gb/p/itmfc859cdf39e01?pid=MOBFZCPF4HDCZKVY&lid=LSTMOBFZCPF4HDCZKVYIH8PZX&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_67&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBFZCPF4HDCZKVY.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"OPPO A12 (Flowing Silver, 32 GB)","₹7,990","₹10,990"
https://www.flipkart.com/redmi-note-10-shadow-black-64-gb/p/itm8a3f09e6da31b?pid=MOBGF47C73G8HMZX&lid=LSTMOBGF47C73G8HMZXMV13G0&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_68&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBGF47C73G8HMZX.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"REDMI Note 10 (Shadow Black, 64 GB)","₹13,452",Not Available
https://www.flipkart.com/redmi-9-prime-matte-black-64-gb/p/itmbaf295a5663c2?pid=MOBFUSCC57HCZGKG&lid=LSTMOBFUSCC57HCZGKGQ6TSNL&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_69&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBFUSCC57HCZGKG.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"Redmi 9 Prime (Matte Black, 64 GB)","₹9,999","₹11,999"
https://www.flipkart.com/poco-x3-cobalt-blue-128-gb/p/itmc01355a24b644?pid=MOBFVQJ5XT2BNSS8&lid=LSTMOBFVQJ5XT2BNSS8XEDV3D&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_70&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBFVQJ5XT2BNSS8.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"POCO X3 (Cobalt Blue, 128 GB)","₹18,999","₹22,999"
https://www.flipkart.com/infinix-hot-10-amber-red-128-gb/p/itm80ea670ef0bfc?pid=MOBFVX6YN68E5ZF3&lid=LSTMOBFVX6YN68E5ZF3FHFQ9K&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_71&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBFVX6YN68E5ZF3.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"Infinix Hot 10 (Amber Red, 128 GB)","₹10,999","₹13,999"
https://www.flipkart.com/infinix-hot-10-ocean-wave-128-gb/p/itm80ea670ef0bfc?pid=MOBFVX6YU9Y5HW9J&lid=LSTMOBFVX6YU9Y5HW9JZ6F57Z&marketplace=FLIPKART&store=tyy%2F4io&srno=b_3_72&otracker=browse&fm=organic&iid=30cb3a12-bb29-4c97-88b8-a1860d1f3a14.MOBFVX6YU9Y5HW9J.SEARCH&ppt=None&ppn=None&ssid=7598pp0l9s0000001619595829047,"Infinix Hot 10 (Ocean Wave, 128 GB)","₹10,999","₹13,999"
